transaction_id,sender_account,receiver_account,transaction_date,amount,transaction_type
t8172,A599,D179,2024-01-04,1905.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t8177,A871,D339,2024-10-08,3112.0,withdrawal
t8178,A142,D491,2024-12-24,4688.0,deposit
t8179,A626,D245,2024-01-07,2544.0,deposit
,,,,,
t8181,A131,D215,2024-05-21,1436.0,withdrawal
,,,,,
,,,,,
t8184,A529,D319,2024-11-25,840.0,deposit
t8185,A823,D226,2024-01-13,655.0,transfer
,,,,,
,,,,,
t8188,A480,D873,2024-02-28,3572.0,transfer
t8189,A615,D791,2024-03-24,541.0,deposit
,,,,,
,,,,,
t8192,A752,D366,2024-06-12,2018.0,deposit
t8193,A100,D597,2024-02-22,1006.0,withdrawal
t8194,A462,D490,2024-03-24,4068.0,deposit
,,,,,
,,,,,
t8197,A906,D673,2024-10-04,4649.0,withdrawal
t8198,A317,D473,2024-07-12,3327.0,deposit
t8199,A343,D643,2024-02-12,4604.0,transfer
,,,,,
t8201,A773,D208,2024-09-07,622.0,withdrawal
t8202,A288,D265,2024-04-27,3318.0,transfer
,,,,,
t8204,A723,D494,2024-11-22,4110.0,withdrawal
t8205,A174,D933,2024-10-02,4750.0,deposit
t8206,A597,D576,2024-11-13,1777.0,deposit
t8207,A469,D644,2024-02-25,2267.0,deposit
,,,,,
,,,,,
t8210,A661,D998,2024-04-05,4332.0,deposit
,,,,,
t8212,A914,D869,2024-04-15,1305.0,transfer
,,,,,
,,,,,
t8215,A737,D835,2024-11-11,4944.0,withdrawal
t8216,A580,D391,2024-08-03,327.0,deposit
t8217,A765,D353,2024-10-26,821.0,withdrawal
t8218,A840,D870,2024-12-18,419.0,deposit
t8219,A203,D783,2024-02-07,3935.0,withdrawal
,,,,,
,,,,,
t8222,A603,D858,2024-09-02,3796.0,deposit
t8223,A421,D532,2024-10-23,3216.0,deposit
t8224,A641,D603,2024-12-09,2306.0,deposit
,,,,,
t8226,A518,D344,2024-08-09,575.0,deposit
,,,,,
,,,,,
,,,,,
t8230,A130,D279,2024-01-18,4440.0,withdrawal
,,,,,
t8232,A366,D770,2024-05-20,1712.0,deposit
,,,,,
t8234,A799,D649,2024-11-13,4364.0,transfer
,,,,,
,,,,,
,,,,,
t8238,A799,D584,2024-04-19,1728.0,transfer
,,,,,
t8240,A578,D247,2024-10-14,4097.0,transfer
t8241,A462,D514,2024-08-05,238.0,deposit
t8242,A862,D138,2024-01-26,2622.0,transfer
t8243,A539,D466,2024-02-01,4727.0,withdrawal
,,,,,
,,,,,
,,,,,
t8247,A526,D300,2024-02-10,4956.0,withdrawal
t8248,A587,D823,2024-01-06,2210.0,transfer
t8249,A500,D241,2024-02-25,4503.0,deposit
t8250,A915,D581,2024-01-15,3679.0,transfer
t8251,A872,D903,2024-06-16,4047.0,withdrawal
t8252,A242,D386,2024-04-05,1790.0,transfer
,,,,,
t8254,A769,D519,2024-04-09,4899.0,transfer
t8255,A986,D797,2024-03-04,2476.0,deposit
t8256,A107,D461,2024-08-02,873.0,withdrawal
t8257,A743,D132,2024-11-14,1362.0,withdrawal
t8258,A477,D347,2024-03-26,1384.0,transfer
,,,,,
,,,,,
t8261,A243,D706,2024-04-14,3942.0,transfer
t8262,A247,D513,2024-05-22,1870.0,transfer
t8263,A100,D671,2024-06-25,1791.0,deposit
,,,,,
,,,,,
t8266,A313,D912,2024-11-01,857.0,transfer
,,,,,
t8268,A862,D858,2024-09-09,2933.0,transfer
t8269,A827,D288,2024-07-08,1778.0,transfer
t8270,A516,D993,2024-06-05,1968.0,transfer
t8271,A377,D116,2024-03-22,2550.0,transfer
t8272,A873,D835,2024-02-21,3798.0,deposit
t8273,A243,D286,2024-06-23,3760.0,withdrawal
t8274,A739,D651,2024-05-23,515.0,transfer
,,,,,
,,,,,
t8277,A141,D418,2024-02-07,4989.0,deposit
,,,,,
t8279,A910,D862,2024-08-01,110.0,withdrawal
t8280,A504,D521,2024-06-25,1619.0,transfer
t8281,A649,D343,2024-04-04,2640.0,withdrawal
,,,,,
t8283,A673,D349,2024-06-14,432.0,withdrawal
t8284,A443,D984,2024-08-23,4100.0,withdrawal
t8285,A306,D507,2024-05-22,4853.0,withdrawal
t8286,A534,D737,2024-08-18,1497.0,deposit
,,,,,
t8288,A843,D518,2024-06-02,1681.0,deposit
t8289,A917,D797,2024-06-10,347.0,withdrawal
t8290,A807,D567,2024-06-26,3458.0,transfer
t8291,A856,D928,2024-02-05,4525.0,deposit
t8292,A829,D235,2024-04-25,3078.0,deposit
t8293,A577,D578,2024-10-23,1684.0,transfer
t8294,A903,D835,2024-08-04,1657.0,deposit
t8295,A781,D781,2024-05-09,2669.0,withdrawal
t8296,A389,D561,2024-02-28,4975.0,withdrawal
t8297,A468,D931,2024-06-01,293.0,deposit
t8298,A816,D858,2024-12-11,1209.0,deposit
t8299,A390,D322,2024-02-26,4614.0,transfer
t8300,A878,D735,2024-03-11,3595.0,deposit
t8301,A741,D130,2024-04-11,4818.0,deposit
,,,,,
,,,,,
t8304,A109,D273,2024-07-18,4542.0,withdrawal
t8305,A903,D103,2024-06-16,2870.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t8310,A684,D541,2024-02-05,2346.0,transfer
t8311,A829,D397,2024-01-24,1734.0,transfer
,,,,,
,,,,,
,,,,,
t8315,A726,D507,2024-02-22,4182.0,withdrawal
,,,,,
,,,,,
t8318,A797,D775,2024-03-06,4828.0,withdrawal
t8319,A578,D405,2024-01-22,3283.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t8324,A296,D373,2024-02-20,555.0,withdrawal
t8325,A689,D324,2024-08-07,3218.0,withdrawal
,,,,,
,,,,,
t8328,A212,D803,2024-01-12,2825.0,withdrawal
,,,,,
,,,,,
t8331,A520,D426,2024-03-20,2625.0,withdrawal
t8332,A592,D745,2024-10-01,4853.0,withdrawal
t8333,A811,D346,2024-11-04,4094.0,transfer
,,,,,
,,,,,
,,,,,
t8337,A996,D746,2024-12-14,2188.0,transfer
t8338,A119,D998,2024-03-08,3612.0,deposit
,,,,,
,,,,,
,,,,,
t8342,A804,D877,2024-07-09,1558.0,withdrawal
,,,,,
t8344,A534,D838,2024-02-26,4296.0,transfer
t8345,A612,D202,2024-10-24,3699.0,transfer
,,,,,
,,,,,
,,,,,
t8349,A710,D801,2024-05-20,294.0,withdrawal
t8350,A851,D647,2024-04-02,2465.0,withdrawal
,,,,,
t8352,A151,D503,2024-01-18,705.0,deposit
,,,,,
,,,,,
t8355,A385,D140,2024-10-08,3442.0,deposit
t8356,A918,D185,2024-04-23,3024.0,withdrawal
,,,,,
,,,,,
t8359,A664,D432,2024-07-11,157.0,transfer
t8360,A717,D868,2024-04-18,3554.0,withdrawal
t8361,A406,D264,2024-11-15,2994.0,deposit
t8362,A181,D899,2024-05-25,1231.0,withdrawal
,,,,,
,,,,,
t8365,A331,D950,2024-07-20,3946.0,deposit
,,,,,
t8367,A129,D842,2024-02-08,4977.0,withdrawal
,,,,,
t8369,A771,D353,2024-09-19,1692.0,withdrawal
t8370,A685,D289,2024-12-17,4823.0,deposit
t8371,A523,D787,2024-08-16,2127.0,transfer
t8372,A213,D434,2024-04-17,1412.0,transfer
t8373,A617,D720,2024-07-04,4224.0,deposit
t8374,A733,D928,2024-04-21,937.0,withdrawal
t8375,A886,D602,2024-12-17,4426.0,deposit
t8376,A103,D273,2024-09-17,2305.0,withdrawal
,,,,,
t8378,A793,D340,2024-01-20,3351.0,transfer
,,,,,
t8380,A795,D362,2024-07-19,2071.0,withdrawal
t8381,A712,D493,2024-02-01,3564.0,transfer
,,,,,
t8383,A258,D621,2024-12-01,3108.0,withdrawal
,,,,,
t8385,A241,D260,2024-05-12,3640.0,withdrawal
,,,,,
,,,,,
t8388,A563,D821,2024-12-09,2843.0,withdrawal
t8389,A517,D491,2024-11-26,1693.0,deposit
,,,,,
t8391,A340,D862,2024-03-15,3401.0,withdrawal
t8392,A726,D101,2024-08-17,177.0,deposit
,,,,,
,,,,,
t8395,A626,D300,2024-11-17,1549.0,withdrawal
t8396,A781,D552,2024-06-15,4233.0,deposit
t8397,A702,D568,2024-01-16,2091.0,withdrawal
,,,,,
t8399,A157,D331,2024-04-20,4797.0,withdrawal
,,,,,
t8401,A719,D580,2024-08-20,2945.0,deposit
t8402,A882,D673,2024-06-06,4892.0,transfer
t8403,A683,D813,2024-01-10,1073.0,transfer
t8404,A397,D868,2024-07-15,1022.0,withdrawal
t8405,A261,D292,2024-02-18,3259.0,transfer
t8406,A916,D423,2024-06-01,3659.0,deposit
t8407,A234,D302,2024-10-23,3157.0,transfer
,,,,,
t8409,A353,D115,2024-02-15,1563.0,transfer
t8410,A604,D277,2024-01-14,4307.0,withdrawal
t8411,A395,D164,2024-11-25,2772.0,withdrawal
,,,,,
t8413,A921,D337,2024-02-05,2658.0,withdrawal
t8414,A863,D516,2024-10-04,4022.0,withdrawal
t8415,A648,D764,2024-02-28,3213.0,deposit
,,,,,
t8417,A274,D616,2024-11-24,2427.0,transfer
,,,,,
,,,,,
t8420,A419,D177,2024-10-18,2596.0,transfer
t8421,A703,D953,2024-05-05,940.0,withdrawal
t8422,A834,D814,2024-05-01,1524.0,deposit
t8423,A656,D858,2024-12-28,2098.0,deposit
t8424,A551,D201,2024-04-18,2786.0,withdrawal
t8425,A848,D668,2024-06-01,4282.0,transfer
t8426,A719,D935,2024-07-09,461.0,withdrawal
t8427,A345,D265,2024-10-18,3080.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t8432,A301,D439,2024-08-18,2422.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t8438,A637,D942,2024-04-17,4391.0,transfer
,,,,,
t8440,A874,D105,2024-08-01,2467.0,withdrawal
t8441,A311,D290,2024-10-11,2083.0,deposit
t8442,A412,D986,2024-05-18,467.0,transfer
,,,,,
t8444,A204,D988,2024-11-26,1490.0,transfer
t8445,A931,D947,2024-01-18,4200.0,transfer
,,,,,
t8447,A453,D883,2024-06-08,4649.0,transfer
t8448,A518,D553,2024-02-10,1376.0,transfer
,,,,,
t8450,A318,D676,2024-11-18,2261.0,deposit
t8451,A156,D895,2024-08-11,4399.0,transfer
t8452,A569,D348,2024-08-26,1463.0,transfer
t8453,A384,D495,2024-04-21,2612.0,deposit
,,,,,
t8455,A289,D897,2024-11-07,439.0,transfer
t8456,A380,D286,2024-03-14,4465.0,deposit
,,,,,
t8458,A728,D471,2024-03-10,2078.0,transfer
,,,,,
t8460,A526,D633,2024-03-03,718.0,deposit
t8461,A459,D761,2024-03-26,3079.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t8467,A990,D118,2024-08-09,4091.0,transfer
,,,,,
,,,,,
,,,,,
t8471,A310,D312,2024-01-07,309.0,transfer
t8472,A370,D514,2024-12-07,3649.0,deposit
,,,,,
t8474,A621,D557,2024-05-27,3570.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t8479,A745,D919,2024-01-09,4601.0,transfer
,,,,,
t8481,A829,D802,2024-02-02,190.0,deposit
t8482,A285,D693,2024-06-02,2664.0,withdrawal
t8483,A275,D443,2024-03-21,1655.0,withdrawal
t8484,A752,D203,2024-08-23,2344.0,deposit
t8485,A527,D311,2024-08-17,3169.0,withdrawal
t8486,A562,D501,2024-03-14,4484.0,withdrawal
t8487,A374,D459,2024-01-26,4810.0,withdrawal
t8488,A476,D130,2024-01-26,2252.0,withdrawal
,,,,,
t8490,A388,D137,2024-03-19,3224.0,withdrawal
,,,,,
,,,,,
t8493,A646,D596,2024-03-28,1394.0,withdrawal
t8494,A865,D601,2024-10-13,3694.0,withdrawal
t8495,A121,D339,2024-03-16,4543.0,transfer
t8496,A945,D387,2024-09-25,3440.0,withdrawal
t8497,A326,D569,2024-03-01,4733.0,withdrawal
,,,,,
t8499,A432,D116,2024-01-20,1301.0,deposit
t8500,A651,D872,2024-06-14,4747.0,withdrawal
t8501,A741,D749,2024-12-11,466.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t8507,A105,D924,2024-08-05,3798.0,withdrawal
t8508,A296,D352,2024-03-20,4692.0,withdrawal
,,,,,
t8510,A586,D262,2024-02-16,4394.0,deposit
t8511,A769,D523,2024-06-09,2243.0,transfer
t8512,A771,D232,2024-04-11,1880.0,deposit
,,,,,
t8514,A898,D293,2024-08-23,2146.0,withdrawal
,,,,,
t8516,A256,D179,2024-01-17,3127.0,transfer
,,,,,
t8518,A141,D668,2024-08-01,2500.0,withdrawal
,,,,,
,,,,,
t8521,A577,D567,2024-12-14,1047.0,deposit
t8522,A320,D701,2024-08-24,3382.0,withdrawal
t8523,A195,D223,2024-12-07,3966.0,deposit
t8524,A776,D177,2024-07-11,3965.0,transfer
t8525,A127,D827,2024-09-07,3196.0,transfer
t8526,A504,D446,2024-03-13,2996.0,transfer
t8527,A174,D341,2024-01-09,2595.0,withdrawal
,,,,,
t8529,A486,D519,2024-05-16,690.0,transfer
,,,,,
t8531,A235,D958,2024-10-02,3424.0,withdrawal
,,,,,
,,,,,
,,,,,
t8535,A973,D520,2024-04-08,220.0,deposit
,,,,,
,,,,,
t8538,A528,D177,2024-08-11,2406.0,deposit
t8539,A900,D248,2024-10-26,2670.0,deposit
t8540,A503,D493,2024-08-15,4050.0,transfer
t8541,A911,D815,2024-03-20,599.0,withdrawal
t8542,A535,D988,2024-01-09,2965.0,deposit
t8543,A476,D153,2024-09-16,368.0,withdrawal
,,,,,
t8545,A903,D461,2024-05-13,681.0,deposit
t8546,A444,D360,2024-01-06,4707.0,withdrawal
t8547,A477,D716,2024-01-19,867.0,withdrawal
,,,,,
,,,,,
,,,,,
t8551,A968,D455,2024-10-01,605.0,transfer
,,,,,
t8553,A430,D655,2024-04-27,709.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t8560,A671,D383,2024-01-01,3517.0,transfer
,,,,,
,,,,,
,,,,,
t8564,A244,D644,2024-03-28,1722.0,transfer
,,,,,
t8566,A701,D359,2024-03-19,4259.0,deposit
,,,,,
,,,,,
t8569,A697,D851,2024-10-19,1407.0,transfer
,,,,,
t8571,A908,D726,2024-04-23,1852.0,deposit
,,,,,
,,,,,
t8574,A322,D994,2024-08-25,3406.0,transfer
t8575,A693,D208,2024-09-23,157.0,transfer
,,,,,
t8577,A245,D204,2024-08-27,1528.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
t8582,A672,D767,2024-08-22,2748.0,transfer
t8583,A852,D796,2024-02-25,4533.0,transfer
t8584,A618,D283,2024-08-28,4153.0,deposit
,,,,,
t8586,A525,D252,2024-01-17,3716.0,withdrawal
,,,,,
t8588,A787,D458,2024-06-28,4923.0,transfer
,,,,,
t8590,A327,D107,2024-06-04,4327.0,withdrawal
,,,,,
,,,,,
,,,,,
t8594,A313,D821,2024-05-14,3371.0,transfer
t8595,A788,D802,2024-11-04,404.0,transfer
,,,,,
t8597,A455,D192,2024-11-25,2377.0,withdrawal
,,,,,
t8599,A586,D587,2024-06-24,2918.0,deposit
,,,,,
t8601,A514,D101,2024-09-01,2641.0,withdrawal
,,,,,
t8603,A508,D191,2024-06-26,2138.0,transfer
t8604,A577,D266,2024-10-11,3304.0,transfer
t8605,A819,D919,2024-01-16,4064.0,transfer
,,,,,
t8607,A818,D256,2024-01-26,3031.0,withdrawal
t8608,A378,D811,2024-03-05,2585.0,transfer
t8609,A601,D122,2024-05-28,4451.0,withdrawal
,,,,,
t8611,A969,D457,2024-02-05,1527.0,deposit
,,,,,
t8613,A931,D173,2024-06-04,2567.0,transfer
t8614,A797,D653,2024-07-21,3016.0,withdrawal
t8615,A600,D809,2024-01-25,322.0,deposit
,,,,,
,,,,,
,,,,,
t8619,A681,D439,2024-03-23,1544.0,deposit
,,,,,
t8621,A470,D172,2024-06-08,2978.0,deposit
t8622,A477,D271,2024-12-21,3765.0,withdrawal
,,,,,
,,,,,
t8625,A703,D673,2024-12-13,2917.0,withdrawal
t8626,A919,D174,2024-04-24,338.0,transfer
t8627,A475,D617,2024-12-10,3440.0,withdrawal
t8628,A195,D312,2024-06-26,2428.0,deposit
t8629,A417,D687,2024-09-23,2504.0,withdrawal
t8630,A271,D878,2024-06-26,4010.0,deposit
t8631,A649,D282,2024-05-06,4954.0,deposit
t8632,A681,D357,2024-03-16,3900.0,deposit
,,,,,
,,,,,
t8635,A394,D525,2024-04-12,3039.0,transfer
,,,,,
,,,,,
t8638,A350,D597,2024-07-15,2230.0,transfer
t8639,A905,D143,2024-01-09,4733.0,transfer
t8640,A444,D238,2024-07-22,2334.0,transfer
,,,,,
t8642,A268,D895,2024-05-07,752.0,deposit
t8643,A975,D891,2024-12-04,2977.0,deposit
,,,,,
,,,,,
t8646,A626,D684,2024-05-01,2585.0,transfer
,,,,,
,,,,,
,,,,,
t8650,A688,D954,2024-02-06,4424.0,withdrawal
t8651,A243,D902,2024-04-14,4730.0,withdrawal
t8652,A126,D650,2024-04-03,4061.0,deposit
,,,,,
t8654,A928,D776,2024-01-15,4906.0,deposit
t8655,A808,D416,2024-06-25,1589.0,withdrawal
t8656,A205,D887,2024-06-23,4422.0,withdrawal
,,,,,
t8658,A335,D429,2024-12-16,2343.0,deposit
t8659,A611,D468,2024-05-05,1153.0,deposit
,,,,,
t8661,A960,D479,2024-09-24,1289.0,transfer
t8662,A707,D212,2024-08-16,2515.0,deposit
,,,,,
t8664,A796,D336,2024-02-11,2337.0,withdrawal
t8665,A320,D442,2024-08-14,1781.0,transfer
t8666,A546,D134,2024-03-01,4327.0,transfer
,,,,,
,,,,,
t8669,A379,D871,2024-05-22,995.0,deposit
,,,,,
t8671,A649,D143,2024-01-21,2962.0,deposit
,,,,,
t8673,A615,D262,2024-01-16,4557.0,transfer
t8674,A991,D460,2024-02-02,278.0,transfer
t8675,A852,D223,2024-11-13,2260.0,deposit
t8676,A387,D566,2024-03-23,3357.0,deposit
,,,,,
t8678,A786,D418,2024-06-14,4842.0,transfer
t8679,A232,D936,2024-12-20,1815.0,deposit
t8680,A470,D121,2024-07-27,734.0,transfer
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
t8687,A427,D682,2024-08-22,1864.0,withdrawal
t8688,A373,D670,2024-02-28,2424.0,deposit
t8689,A303,D839,2024-02-04,4914.0,withdrawal
t8690,A977,D752,2024-04-04,943.0,transfer
,,,,,
,,,,,
t8693,A627,D273,2024-12-28,2119.0,transfer
,,,,,
t8695,A852,D973,2024-09-06,2741.0,transfer
t8696,A167,D887,2024-03-06,1836.0,deposit
t8697,A500,D723,2024-09-12,388.0,deposit
,,,,,
t8699,A723,D590,2024-07-04,555.0,deposit
t8700,A734,D791,2024-07-11,411.0,withdrawal
t8701,A421,D875,2024-11-06,2392.0,deposit
t8702,A866,D679,2024-11-02,1889.0,withdrawal
,,,,,
t8704,A354,D899,2024-08-11,1155.0,transfer
t8705,A381,D158,2024-12-09,3496.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t8710,A968,D473,2024-05-02,2659.0,transfer
t8711,A335,D955,2024-01-11,1510.0,withdrawal
,,,,,
,,,,,
,,,,,
,,,,,
t8716,A650,D378,2024-12-13,3757.0,withdrawal
,,,,,
,,,,,
,,,,,
t8720,A414,D374,2024-10-06,3452.0,deposit
t8721,A598,D501,2024-02-22,3439.0,transfer
,,,,,
t8723,A813,D391,2024-02-14,3764.0,withdrawal
t8724,A665,D465,2024-12-23,2583.0,deposit
t8725,A705,D659,2024-07-19,3898.0,deposit
t8726,A412,D334,2024-04-17,1015.0,transfer
t8727,A925,D367,2024-10-24,1109.0,deposit
t8728,A364,D979,2024-01-16,1665.0,deposit
,,,,,
t8730,A322,D750,2024-11-01,3034.0,deposit
t8731,A141,D786,2024-11-28,3955.0,transfer
t8732,A776,D994,2024-06-10,2401.0,transfer
t8733,A149,D793,2024-08-09,426.0,transfer
,,,,,
,,,,,
t8736,A588,D237,2024-03-23,4138.0,transfer
t8737,A719,D679,2024-11-12,4822.0,transfer
,,,,,
,,,,,
t8740,A733,D614,2024-10-21,344.0,deposit
t8741,A146,D524,2024-09-04,4346.0,transfer
t8742,A875,D581,2024-01-02,3103.0,transfer
t8743,A990,D973,2024-12-19,1343.0,withdrawal
t8744,A742,D300,2024-08-02,609.0,withdrawal
t8745,A179,D350,2024-07-10,2260.0,transfer
,,,,,
t8747,A802,D443,2024-10-27,3656.0,withdrawal
t8748,A295,D228,2024-10-19,4005.0,transfer
t8749,A316,D543,2024-01-05,1770.0,withdrawal
t8750,A487,D150,2024-08-14,3006.0,deposit
,,,,,
,,,,,
,,,,,
t8754,A579,D940,2024-12-17,4502.0,transfer
,,,,,
,,,,,
t8757,A473,D989,2024-11-21,3874.0,transfer
t8758,A702,D278,2024-03-15,3112.0,withdrawal
,,,,,
t8760,A166,D743,2024-10-18,3779.0,deposit
t8761,A784,D407,2024-12-19,4218.0,transfer
t8762,A657,D602,2024-02-18,4038.0,withdrawal
t8763,A488,D163,2024-12-11,2065.0,withdrawal
t8764,A282,D344,2024-12-13,580.0,withdrawal
t8765,A521,D935,2024-10-13,819.0,deposit
t8766,A736,D715,2024-12-07,3466.0,transfer
,,,,,
,,,,,
t8769,A959,D167,2024-12-07,977.0,deposit
t8770,A369,D948,2024-08-05,3598.0,withdrawal
,,,,,
t8772,A420,D362,2024-07-16,114.0,transfer
t8773,A436,D798,2024-07-12,578.0,withdrawal
t8774,A892,D146,2024-02-03,4187.0,deposit
t8775,A794,D671,2024-06-25,1735.0,withdrawal
,,,,,
t8777,A425,D509,2024-12-09,2631.0,withdrawal
,,,,,
t8779,A315,D177,2024-11-23,4545.0,deposit
t8780,A346,D791,2024-06-17,4426.0,withdrawal
,,,,,
t8782,A993,D344,2024-09-28,4055.0,transfer
,,,,,
,,,,,
t8785,A767,D711,2024-11-09,394.0,transfer
,,,,,
t8787,A609,D122,2024-06-06,971.0,transfer
,,,,,
t8789,A396,D534,2024-03-26,1057.0,deposit
,,,,,
,,,,,
t8792,A294,D411,2024-05-22,1768.0,deposit
,,,,,
t8794,A251,D579,2024-04-18,1767.0,withdrawal
t8795,A716,D228,2024-08-24,3841.0,deposit
,,,,,
t8797,A748,D540,2024-08-20,1878.0,withdrawal
t8798,A920,D472,2024-10-18,3498.0,transfer
t8799,A575,D946,2024-07-23,4391.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t8804,A517,D433,2024-07-14,4359.0,withdrawal
,,,,,
t8806,A503,D371,2024-03-13,3793.0,deposit
,,,,,
t8808,A452,D642,2024-07-07,4805.0,deposit
,,,,,
t8810,A192,D397,2024-07-11,2391.0,withdrawal
t8811,A461,D869,2024-07-13,1692.0,transfer
,,,,,
t8813,A898,D296,2024-03-26,4803.0,transfer
t8814,A467,D258,2024-07-14,4431.0,deposit
t8815,A153,D223,2024-10-18,1878.0,deposit
,,,,,
t8817,A313,D986,2024-07-16,547.0,deposit
t8818,A963,D334,2024-09-25,3379.0,deposit
t8819,A586,D270,2024-02-05,3767.0,deposit
t8820,A102,D878,2024-03-01,1926.0,transfer
,,,,,
t8822,A283,D916,2024-11-14,1947.0,transfer
t8823,A174,D810,2024-08-04,2648.0,deposit
t8824,A674,D942,2024-08-15,1073.0,deposit
t8825,A327,D635,2024-01-11,899.0,deposit
t8826,A407,D985,2024-09-22,1550.0,withdrawal
t8827,A486,D898,2024-04-20,2077.0,deposit
t8828,A308,D104,2024-08-06,1193.0,transfer
,,,,,
t8830,A530,D238,2024-11-01,4516.0,transfer
t8831,A308,D795,2024-04-28,3962.0,withdrawal
,,,,,
,,,,,
t8834,A532,D749,2024-07-26,822.0,transfer
t8835,A472,D859,2024-10-19,4113.0,withdrawal
,,,,,
t8837,A434,D460,2024-02-01,4405.0,deposit
,,,,,
,,,,,
t8840,A672,D188,2024-06-27,2521.0,transfer
t8841,A227,D511,2024-02-13,1164.0,withdrawal
,,,,,
t8843,A581,D504,2024-09-15,172.0,transfer
,,,,,
,,,,,
t8846,A736,D718,2024-01-28,4765.0,withdrawal
t8847,A512,D155,2024-11-20,3937.0,withdrawal
t8848,A155,D328,2024-01-12,1239.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t8853,A164,D566,2024-12-24,3013.0,transfer
,,,,,
t8855,A161,D974,2024-08-17,2719.0,deposit
t8856,A477,D966,2024-02-14,1533.0,transfer
t8857,A742,D777,2024-10-28,3745.0,transfer
t8858,A798,D468,2024-08-28,3899.0,deposit
,,,,,
,,,,,
t8861,A143,D480,2024-02-02,4430.0,withdrawal
,,,,,
t8863,A933,D658,2024-04-14,1981.0,deposit
t8864,A533,D404,2024-11-04,1574.0,transfer
,,,,,
,,,,,
t8867,A258,D750,2024-05-14,3592.0,transfer
,,,,,
t8869,A844,D246,2024-10-02,4325.0,transfer
,,,,,
t8871,A867,D571,2024-01-22,2591.0,withdrawal
t8872,A672,D882,2024-12-05,3479.0,transfer
,,,,,
t8874,A770,D710,2024-02-25,2944.0,withdrawal
t8875,A717,D222,2024-11-21,976.0,transfer
t8876,A698,D990,2024-06-18,1857.0,withdrawal
,,,,,
t8878,A820,D927,2024-10-06,2847.0,withdrawal
t8879,A957,D107,2024-05-27,3044.0,withdrawal
t8880,A654,D363,2024-09-15,2116.0,withdrawal
t8881,A393,D645,2024-07-15,919.0,withdrawal
,,,,,
t8883,A442,D652,2024-05-08,2340.0,withdrawal
t8884,A449,D479,2024-03-19,3929.0,withdrawal
,,,,,
t8886,A928,D447,2024-04-22,2037.0,deposit
t8887,A789,D162,2024-01-13,1146.0,transfer
t8888,A681,D753,2024-07-17,1732.0,deposit
t8889,A407,D215,2024-01-18,1137.0,deposit
t8890,A184,D583,2024-07-12,2736.0,withdrawal
,,,,,
,,,,,
t8893,A559,D853,2024-09-02,1819.0,transfer
t8894,A486,D250,2024-05-03,4104.0,deposit
,,,,,
,,,,,
,,,,,
t8898,A559,D853,2024-10-14,1668.0,deposit
t8899,A980,D468,2024-05-27,4053.0,withdrawal
t8900,A793,D217,2024-09-21,3504.0,transfer
t8901,A149,D471,2024-09-20,3157.0,deposit
,,,,,
t8903,A317,D967,2024-09-12,2790.0,deposit
t8904,A802,D248,2024-10-22,1976.0,withdrawal
t8905,A982,D521,2024-08-18,1790.0,deposit
,,,,,
,,,,,
,,,,,
t8909,A406,D502,2024-01-08,2919.0,withdrawal
t8910,A491,D265,2024-02-17,800.0,transfer
t8911,A230,D762,2024-03-18,1783.0,withdrawal
,,,,,
,,,,,
t8914,A739,D708,2024-02-27,1549.0,deposit
,,,,,
,,,,,
t8917,A821,D431,2024-12-18,775.0,withdrawal
t8918,A702,D804,2024-09-24,858.0,deposit
t8919,A550,D974,2024-10-05,4034.0,withdrawal
t8920,A465,D552,2024-03-09,3881.0,deposit
,,,,,
,,,,,
t8923,A769,D953,2024-04-19,3286.0,withdrawal
,,,,,
,,,,,
t8926,A276,D370,2024-04-08,2425.0,transfer
,,,,,
,,,,,
t8929,A322,D868,2024-07-01,1974.0,transfer
t8930,A298,D408,2024-02-18,1361.0,deposit
,,,,,
,,,,,
,,,,,
,,,,,
t8935,A227,D940,2024-10-11,683.0,withdrawal
t8936,A485,D300,2024-10-18,2865.0,deposit
t8937,A190,D775,2024-05-13,3450.0,withdrawal
t8938,A693,D617,2024-02-04,1033.0,deposit
,,,,,
t8940,A348,D870,2024-01-09,1356.0,withdrawal
t8941,A427,D204,2024-10-03,283.0,withdrawal
,,,,,
,,,,,
t8944,A370,D823,2024-07-28,4876.0,deposit
t8945,A178,D983,2024-08-27,3991.0,deposit
,,,,,
,,,,,
,,,,,
t8949,A749,D993,2024-11-06,4558.0,deposit
t8950,A391,D201,2024-11-10,4575.0,transfer
t8951,A507,D275,2024-03-19,3617.0,deposit
